,src_airport_code,src_airport_name,src_airport_lat,src_airport_lon,src_airport_ctry,src_airport_rgn,src_airport_sbrgn,dstn_airport_code,dstn_airport_name,dstn_airport_lat,dstn_airport_lon,dstn_airport_ctry,dstn_airport_rgn,dstn_airport_sbrgn,airline,flight_distance,flight_duration,aircraft_model_code,aircraft_model_name,capacity
999,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,PEK,Beijing Capital International Airport,40.0725,116.598,China,Asia,Eastern Asia,Emirates,3629,7:45,77W,Boeing 777-300ER,396
1000,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,PER,Perth Airport,-31.9403,115.967,Australia,Oceania,Australia and New Zealand,Emirates,5614,11:43,77W,Boeing 777-300ER,396
1001,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,PEW,Bacha Khan International Airport,33.9939,71.5146,Pakistan,Asia,Southern Asia,Emirates,1139,2:46,772,Boeing 777-200,396
1002,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,PEW,Bacha Khan International Airport,33.9939,71.5146,Pakistan,Asia,Southern Asia,Emirates,1139,2:46,332,Airbus A330-200,406
1003,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,PRG,Vaclav Havel Airport Prague,50.1008,14.26,Czechia,Europe,Eastern Europe,Emirates,2772,6:02,77W,Boeing 777-300ER,396
1004,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,PVG,Shanghai Pudong International Airport,31.1434,121.805,China,Asia,Eastern Asia,Emirates,4004,8:30,388,Airbus A380-800,575
1005,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,PVG,Shanghai Pudong International Airport,31.1434,121.805,China,Asia,Eastern Asia,Emirates,4004,8:30,77W,Boeing 777-300ER,396
1006,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,RUH,King Khalid International Airport,24.9576,46.6988,Saudi Arabia,Asia,Western Asia,Emirates,542,1:35,77W,Boeing 777-300ER,396
1007,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,RUH,King Khalid International Airport,24.9576,46.6988,Saudi Arabia,Asia,Western Asia,Emirates,542,1:35,773,Boeing 777-300,451
1008,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,RUH,King Khalid International Airport,24.9576,46.6988,Saudi Arabia,Asia,Western Asia,Emirates,542,1:35,772,Boeing 777-200,396
1009,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SAH,Sana'a International Airport,15.4764,44.2197,Yemen,Asia,Western Asia,Emirates,987,2:28,332,Airbus A330-200,406
1010,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SEA,Seattle-Tacoma International Airport,47.449,-122.309,United States of America,Americas,Northern America,Emirates,7407,15:18,77W,Boeing 777-300ER,396
1011,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SEZ,Seychelles International Airport,-4.67434,55.5218,Seychelles,Africa,Sub-Saharan Africa,Emirates,2066,4:37,77W,Boeing 777-300ER,396
1012,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,Emirates,8085,16:40,77W,Boeing 777-300ER,396
1013,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SGN,Tan Son Nhat International Airport,10.8188,106.652,Viet Nam,Asia,South-eastern Asia,Emirates,3489,7:28,772,Boeing 777-200,396
1014,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Emirates,3630,7:45,77W,Boeing 777-300ER,396
1015,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Emirates,3630,7:45,388,Airbus A380-800,575
1016,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SKT,Sialkot International Airport,32.5356,74.3639,Pakistan,Asia,Southern Asia,Emirates,1251,3:00,332,Airbus A330-200,406
1017,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,SYD,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177,Australia,Oceania,Australia and New Zealand,Emirates,7479,15:27,388,Airbus A380-800,575
1018,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,TPE,Taiwan Taoyuan International Airport,25.0777,121.233,"Taiwan, Province of China",,,Emirates,4071,8:38,77W,Boeing 777-300ER,396
1019,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,TRV,Trivandrum International Airport,8.48212,76.9201,India,Asia,Southern Asia,Emirates,1830,4:09,332,Airbus A330-200,406
1020,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,TUN,Tunis–Carthage International Airport,36.8511,10.2272,Tunisia,Africa,Northern Africa,Emirates,2760,6:01,773,Boeing 777-300,451
1021,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,VCE,Venice Marco Polo Airport,45.5053,12.3519,Italy,Europe,Southern Europe,Emirates,2751,6:00,77W,Boeing 777-300ER,396
1022,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,VIE,Vienna International Airport,48.1103,16.5697,Austria,Europe,Western Europe,Emirates,2622,5:44,77W,Boeing 777-300ER,396
1023,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,WAW,Warsaw Chopin Airport,52.1657,20.9671,Poland,Europe,Eastern Europe,Emirates,2580,5:39,332,Airbus A330-200,406
1024,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,YYZ,Toronto Pearson International Airport,43.6797,-79.6227,Canada,Americas,Northern America,Emirates,6882,14:15,388,Airbus A380-800,575
1025,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,ZRH,Zurich Airport,47.4647,8.54917,Switzerland,Europe,Western Europe,Emirates,2960,6:25,388,Airbus A380-800,575
1026,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,ZRH,Zurich Airport,47.4647,8.54917,Switzerland,Europe,Western Europe,Emirates,2960,6:25,77W,Boeing 777-300ER,396
1027,EBB,Entebbe International Airport,0.042386,32.4435,Uganda,Africa,Sub-Saharan Africa,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,2317,5:08,345,Airbus A340-500,273
1028,EBL,Erbil International Airport,36.2376,43.9632,Iraq,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,1014,2:31,332,Airbus A330-200,406
1029,EZE,Ministro Pistarini International Airport,-34.8222,-58.5358,Argentina,Americas,Latin America and the Caribbean,GIG,Galeao-Antonio Carlos Jobim International Airport,-22.81,-43.2506,Brazil,Americas,Latin America and the Caribbean,Emirates,1239,2:58,77W,Boeing 777-300ER,396
1030,FCO,Rome–Fiumicino International Airport,41.8003,12.2389,Italy,Europe,Southern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,2697,5:53,388,Airbus A380-800,575
1031,FCO,Rome–Fiumicino International Airport,41.8003,12.2389,Italy,Europe,Southern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,2697,5:53,77W,Boeing 777-300ER,396
1032,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3007,6:30,77W,Boeing 777-300ER,396
1033,GIG,Galeao-Antonio Carlos Jobim International Airport,-22.81,-43.2506,Brazil,Americas,Latin America and the Caribbean,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,7380,15:15,77W,Boeing 777-300ER,396
1034,GIG,Galeao-Antonio Carlos Jobim International Airport,-22.81,-43.2506,Brazil,Americas,Latin America and the Caribbean,EZE,Ministro Pistarini International Airport,-34.8222,-58.5358,Argentina,Americas,Latin America and the Caribbean,Emirates,1239,2:58,77W,Boeing 777-300ER,396
1035,GLA,Glasgow Airport,55.8719,-4.43306,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3627,7:45,77W,Boeing 777-300ER,396
1036,GLA,Glasgow Airport,55.8719,-4.43306,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3627,7:45,77L,Boeing 777-200LR,317
1037,GRU,Guarulhos International Airport,-23.4322,-46.4692,Brazil,Americas,Latin America and the Caribbean,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,7587,15:40,77W,Boeing 777-300ER,396
1038,GVA,Geneva Airport,46.2381,6.10895,Switzerland,Europe,Western Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3055,6:36,77L,Boeing 777-200LR,317
1039,GVA,Geneva Airport,46.2381,6.10895,Switzerland,Europe,Western Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3055,6:36,77W,Boeing 777-300ER,396
1040,HAM,Hamburg Airport,53.6304,9.98823,Germany,Europe,Western Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3033,6:33,77W,Boeing 777-300ER,396
1041,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,Emirates,1049,2:35,388,Airbus A380-800,575
1042,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3676,7:51,388,Airbus A380-800,575
1043,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3676,7:51,77W,Boeing 777-300ER,396
1044,HKT,Phuket International Airport,8.1132,98.3169,Thailand,Asia,South-eastern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3059,6:37,77W,Boeing 777-300ER,396
1045,HND,Haneda Airport,35.5533,139.781,Japan,Asia,Eastern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,4927,10:21,77L,Boeing 777-200LR,317
1046,HRE,Robert Gabriel Mugabe International Airport,-17.9318,31.0928,Zimbabwe,Africa,Sub-Saharan Africa,LUN,Kenneth Kaunda International Airport,-15.3308,28.4526,Zambia,Africa,Sub-Saharan Africa,Emirates,250,1:00,343,Airbus A340-300,362
1047,IAD,Washington Dulles International Airport,38.9445,-77.4558,United States of America,Americas,Northern America,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,7051,14:36,77W,Boeing 777-300ER,396
1048,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,8150,16:48,77W,Boeing 777-300ER,396
1049,ICN,Incheon International Airport,37.4633,126.44,"Korea, Republic of",Asia,Eastern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,4178,8:51,388,Airbus A380-800,575
1050,IKA,Imam Khomeini International Airport,35.4161,51.1522,"Iran, Islamic Republic of",Asia,Southern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,745,1:59,772,Boeing 777-200,396
1051,IKA,Imam Khomeini International Airport,35.4161,51.1522,"Iran, Islamic Republic of",Asia,Southern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,745,1:59,77W,Boeing 777-300ER,396
1052,IKA,Imam Khomeini International Airport,35.4161,51.1522,"Iran, Islamic Republic of",Asia,Southern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,745,1:59,332,Airbus A330-200,406
1053,ISL,Istanbul Ataturk Airport,40.9769,28.8146,Türkiye,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,1868,4:14,77W,Boeing 777-300ER,396
1054,JED,King Abdulaziz International Airport,21.6796,39.1565,Saudi Arabia,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,1055,2:36,388,Airbus A380-800,575
1055,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,6832,14:09,388,Airbus A380-800,575
1056,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,MXP,Milan-Malpensa Airport,45.6306,8.72811,Italy,Europe,Southern Europe,Emirates,3982,8:27,77W,Boeing 777-300ER,396
1057,JNB,O. R. Tambo International Airport,-26.1392,28.246,South Africa,Africa,Sub-Saharan Africa,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3982,8:27,77W,Boeing 777-300ER,396
1058,KBL,Kabul International Airport,34.5658,69.2131,Afghanistan,Asia,Southern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,1047,2:35,345,Airbus A340-500,273
1059,KBP,Boryspil International Airport,50.345,30.8947,Ukraine,Europe,Eastern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,2166,4:49,345,Airbus A340-500,273
1060,KHI,Jinnah International Airport,24.9065,67.1608,Pakistan,Asia,Southern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,737,1:58,77W,Boeing 777-300ER,396
1061,KIX,Kansai International Airport,34.4305,135.23,Japan,Asia,Eastern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,4705,9:54,77W,Boeing 777-300ER,396
1062,KRT,Khartoum International Airport,15.5895,32.5532,Sudan,Africa,Northern Africa,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,1616,3:43,332,Airbus A330-200,406
1063,KUL,Kuala Lumpur International Airport,2.74558,101.71,Malaysia,Asia,South-eastern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3446,7:23,773,Boeing 777-300,451
1064,KUL,Kuala Lumpur International Airport,2.74558,101.71,Malaysia,Asia,South-eastern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3446,7:23,77W,Boeing 777-300ER,396
1065,KUL,Kuala Lumpur International Airport,2.74558,101.71,Malaysia,Asia,South-eastern Asia,MEL,Melbourne Airport,-37.6733,144.843,Australia,Oceania,Australia and New Zealand,Emirates,3921,8:20,77W,Boeing 777-300ER,396
1066,KWI,Kuwait International Airport,29.2266,47.9689,Kuwait,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,530,1:33,77W,Boeing 777-300ER,396
1067,KWI,Kuwait International Airport,29.2266,47.9689,Kuwait,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,530,1:33,772,Boeing 777-200,396
1068,KWI,Kuwait International Airport,29.2266,47.9689,Kuwait,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,530,1:33,332,Airbus A330-200,406
1069,KWI,Kuwait International Airport,29.2266,47.9689,Kuwait,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,530,1:33,773,Boeing 777-300,451
1070,LAD,Quatro de Fevereiro Airport,-8.85837,13.2312,Angola,Africa,Sub-Saharan Africa,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3683,7:51,77W,Boeing 777-300ER,396
1071,LAD,Quatro de Fevereiro Airport,-8.85837,13.2312,Angola,Africa,Sub-Saharan Africa,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3683,7:51,77L,Boeing 777-200LR,317
1072,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,8321,17:08,388,Airbus A380-800,575
1073,LCA,Larnaca International Airport,34.8751,33.6249,Cyprus,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,1454,3:24,773,Boeing 777-300,451
1074,LCA,Larnaca International Airport,34.8751,33.6249,Cyprus,Asia,Western Asia,MLA,Malta International Airport (Luqa Airport),35.8575,14.4775,Malta,Europe,Southern Europe,Emirates,1078,2:39,773,Boeing 777-300,451
1075,LED,Pulkovo Airport,59.8003,30.2625,Russian Federation,Europe,Eastern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,2670,5:50,77L,Boeing 777-200LR,317
1076,LED,Pulkovo Airport,59.8003,30.2625,Russian Federation,Europe,Eastern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,2670,5:50,77W,Boeing 777-300ER,396
1077,LGW,Gatwick Airport,51.1481,-0.190278,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3398,7:17,77W,Boeing 777-300ER,396
1078,LGW,Gatwick Airport,51.1481,-0.190278,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3398,7:17,388,Airbus A380-800,575
1079,LHE,Allama Iqbal International Airport,31.5216,74.4036,Pakistan,Asia,Southern Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,1232,2:57,77W,Boeing 777-300ER,396
1080,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3414,7:19,388,Airbus A380-800,575
1081,LIS,Lisbon Portela Airport,38.7813,-9.13592,Portugal,Europe,Southern Europe,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Emirates,3811,8:07,77W,Boeing 777-300ER,396
